Brand,Model,Year,Price,KM_Driven,Fuel_Type,Transmission,Condition,Location,Seller_Type,Phone,Days_Listed,Views,Body_Type
Dacia,Sandero,2022,86603,44443,Gasoline,Automatic,Fair,Rabat,Private,+212720871785,135,222,SUV
Ford,Fiesta,2022,93702,39562,Gasoline,Manual,Fair,Casablanca,Private,+212658569755,174,296,Hatchback
Hyundai,i10,2020,72357,101071,Gasoline,Manual,Good,Tangier,Private,+212672578889,89,254,SUV
Dacia,Logan,2024,113986,21995,Gasoline,Manual,Fair,Casablanca,Private,+212642076534,93,787,Hatchback
Dacia,Logan,2020,86004,91114,Gasoline,Manual,Very Good,Marrakech,Dealer,+212754433129,29,79,SUV
Toyota,Hilux,2020,189529,120419,Diesel,Automatic,Fair,Meknes,Private,+212746502763,91,128,Van
Ford,Fiesta,2019,87208,127138,Gasoline,Automatic,Very Good,Casablanca,Private,+212716058802,57,182,Sedan
Peugeot,2008,2024,267860,12794,Gasoline,Manual,Excellent,Tangier,Dealer,+212611364271,159,688,Sedan
Dacia,Dokker,2022,118894,42595,Gasoline,Manual,Good,Tangier,Private,+212641307750,96,474,Hatchback
Hyundai,Tucson,2020,241949,70714,Diesel,Automatic,Excellent,Agadir,Dealer,+212720368907,115,500,SUV
Renault,Captur,2019,106135,114027,Diesel,Manual,Good,Tangier,Private,+212622043429,102,445,Sedan
Citroen,C3,2024,124289,14422,Gasoline,Automatic,Fair,Rabat,Dealer,+212735361921,134,514,Sedan
Dacia,Dokker,2021,116422,91034,Diesel,Manual,Excellent,Casablanca,Private,+212627636966,147,288,Coupe
Renault,Clio,2024,175025,18860,Gasoline,Automatic,Excellent,Kenitra,Private,+212793658322,126,612,SUV
Dacia,Duster,2018,95428,140292,Diesel,Manual,Excellent,Agadir,Private,+212733456121,70,637,SUV
Hyundai,Tucson,2023,281010,34000,Diesel,Manual,Good,Casablanca,Private,+212799340008,158,267,Pickup
Peugeot,3008,2021,230196,75819,Hybrid,Manual,Good,Marrakech,Dealer,+212650963587,15,350,Hatchback
Renault,Captur,2024,214352,14970,Diesel,Automatic,Good,Rabat,Private,+212642929285,39,172,Pickup
Dacia,Duster,2023,184130,41700,Diesel,Automatic,Excellent,Rabat,Dealer,+212625391098,45,304,Sedan
Dacia,Dokker,2020,102522,75894,Gasoline,Automatic,Very Good,Meknes,Private,+212716527818,125,353,Hatchback
Kia,Rio,2021,104221,44445,Gasoline,Manual,Good,Fes,Private,+212723400571,78,250,Sedan
Dacia,Sandero,2020,106895,64494,Gasoline,Manual,Excellent,Marrakech,Private,+212672581039,13,345,Sedan
Peugeot,2008,2022,167883,42718,Diesel,Automatic,Good,Rabat,Dealer,+212641670200,58,475,Sedan
Renault,Talisman,2018,119557,146808,Diesel,Manual,Fair,Marrakech,Private,+212629524132,136,106,Sedan
Peugeot,208,2018,62231,111770,Diesel,Manual,Fair,Casablanca,Private,+212692740864,151,601,Hatchback
Renault,Megane,2019,83036,84728,Gasoline,Manual,Fair,Rabat,Dealer,+212749729541,173,442,SUV
Peugeot,3008,2023,343040,45053,Diesel,Manual,Excellent,Tangier,Private,+212750540305,46,385,Sedan
Ford,Focus,2019,109899,109838,Gasoline,Automatic,Very Good,Casablanca,Private,+212758045945,106,196,Hatchback
Citroen,C3,2024,126977,12793,Gasoline,Automatic,Fair,Casablanca,Private,+212680975939,86,375,SUV
Toyota,Land Cruiser,2018,408501,178117,Diesel,Manual,Excellent,Tangier,Private,+212720896191,176,65,Sedan
Volkswagen,Golf,2022,168029,47798,Gasoline,Manual,Good,Oujda,Dealer,+212685040790,142,97,SUV
Nissan,X-Trail,2022,277699,48260,Diesel,Manual,Good,Casablanca,Private,+212678245523,68,122,Sedan
Dacia,Dokker,2020,95547,95233,Diesel,Manual,Very Good,Marrakech,Private,+212726378374,158,118,SUV
Peugeot,2008,2018,99240,92609,Gasoline,Manual,Good,Rabat,Dealer,+212645529301,67,169,Hatchback
Peugeot,3008,2022,242394,53422,Gasoline,Manual,Good,Kenitra,Private,+212787406598,139,289,SUV
Dacia,Duster,2021,136850,81733,Diesel,Manual,Excellent,Rabat,Private,+212697523235,147,382,Hatchback
Hyundai,i10,2020,86171,79792,Gasoline,Manual,Very Good,Oujda,Dealer,+212797814215,81,444,SUV
Volkswagen,Golf,2018,118227,141524,Diesel,Manual,Very Good,Rabat,Dealer,+212617488842,144,457,SUV
Renault,Kadjar,2022,273206,55017,Diesel,Manual,Excellent,Casablanca,Private,+212613673069,88,173,SUV
Renault,Talisman,2018,143748,131435,Gasoline,Manual,Good,Rabat,Private,+212761793308,96,572,Sedan
Peugeot,2008,2023,197217,39208,Diesel,Manual,Good,Marrakech,Private,+212782145190,139,615,Hatchback
Dacia,Duster,2024,190074,13874,Diesel,Manual,Very Good,Marrakech,Private,+212679521771,81,480,Hatchback
Dacia,Duster,2019,105153,87355,Gasoline,Automatic,Very Good,Tangier,Private,+212697032496,32,604,Sedan
Peugeot,208,2018,69262,101037,Diesel,Manual,Good,Tetouan,Private,+212722943394,7,369,Hatchback
Dacia,Lodgy,2023,147686,36630,Diesel,Automatic,Very Good,Marrakech,Dealer,+212639626796,164,274,Hatchback
Kia,Sportage,2022,296322,63426,Hybrid,Manual,Excellent,Marrakech,Private,+212695095748,86,368,SUV
Hyundai,i10,2020,59863,92605,Gasoline,Automatic,Fair,Marrakech,Dealer,+212763427160,176,513,Van
Toyota,Land Cruiser,2023,826150,29487,Diesel,Manual,Very Good,Tangier,Dealer,+212664911214,74,349,Sedan
Kia,Picanto,2022,91473,69998,Gasoline,Automatic,Good,Oujda,Private,+212656791387,165,208,Hatchback
Hyundai,i10,2018,45637,107874,Gasoline,Manual,Fair,Marrakech,Private,+212769061947,136,612,SUV
Hyundai,Accent,2019,102047,89260,Gasoline,Automatic,Very Good,Rabat,Private,+212783493798,143,569,Hatchback
Dacia,Sandero,2023,144270,32744,Gasoline,Manual,Excellent,Meknes,Private,+212769836829,150,734,Sedan
Peugeot,308,2018,99827,119174,Gasoline,Manual,Good,Tangier,Private,+212741518913,95,635,Coupe
Dacia,Logan,2022,127547,59881,Gasoline,Manual,Excellent,Rabat,Private,+212633115295,168,492,Sedan
Renault,Talisman,2019,187949,79476,Gasoline,Manual,Good,Marrakech,Private,+212630144579,166,411,Sedan
Renault,Clio,2019,89441,114867,Gasoline,Automatic,Excellent,Casablanca,Dealer,+212712993043,1,650,Sedan
Renault,Clio,2019,84552,88748,Diesel,Manual,Very Good,Agadir,Private,+212774018940,138,466,Sedan
Dacia,Lodgy,2018,70376,127098,Diesel,Manual,Good,Casablanca,Private,+212731200197,144,266,SUV
Dacia,Duster,2021,119365,54665,Diesel,Manual,Good,Kenitra,Dealer,+212778931981,140,110,Sedan
Dacia,Logan,2021,96406,74777,Gasoline,Automatic,Good,Casablanca,Dealer,+212649208797,148,87,Van
Citroen,C5 Aircross,2023,268989,24416,Hybrid,Manual,Good,Casablanca,Dealer,+212675758623,122,568,SUV
Kia,Picanto,2022,99757,48557,Gasoline,Automatic,Very Good,Meknes,Private,+212787997852,28,219,Coupe
Toyota,RAV4,2021,327261,74321,Gasoline,Manual,Excellent,Marrakech,Dealer,+212639550096,134,474,Pickup
Peugeot,208,2023,136122,44105,Gasoline,Automatic,Good,Meknes,Dealer,+212783925869,80,530,Sedan
Kia,Picanto,2018,54692,143062,Gasoline,Manual,Good,Tangier,Dealer,+212727518232,56,530,SUV
Hyundai,i10,2022,84293,44985,Gasoline,Manual,Fair,Fes,Private,+212771316037,103,208,Sedan
Volkswagen,Polo,2021,140547,58474,Gasoline,Automatic,Excellent,Rabat,Dealer,+212662843733,3,471,Sedan
Dacia,Duster,2019,108604,78940,Gasoline,Automatic,Very Good,Casablanca,Dealer,+212738812093,109,137,Coupe
Volkswagen,Tiguan,2021,335649,70061,Diesel,Manual,Excellent,Agadir,Private,+212754201921,125,420,SUV
Dacia,Dokker,2019,75505,114893,Gasoline,Manual,Good,Oujda,Private,+212746841150,94,318,Sedan
Volkswagen,Passat,2019,176397,86720,Diesel,Automatic,Good,Casablanca,Private,+212670964332,47,300,SUV
Peugeot,3008,2020,227584,107143,Hybrid,Manual,Excellent,Marrakech,Private,+212678792552,179,378,Sedan
Peugeot,2008,2018,96210,162841,Diesel,Manual,Very Good,Rabat,Private,+212645171131,38,317,Sedan
Volkswagen,Golf,2020,151230,75244,Gasoline,Automatic,Very Good,Fes,Dealer,+212717766699,42,192,SUV
Dacia,Logan,2018,53420,118883,Gasoline,Automatic,Fair,Oujda,Private,+212782252816,83,93,Sedan
Dacia,Sandero,2021,93468,73684,Gasoline,Manual,Good,Tangier,Private,+212791967909,57,240,Pickup
Dacia,Dokker,2022,129174,45397,Diesel,Manual,Very Good,Casablanca,Private,+212659795737,70,500,Van
Dacia,Dokker,2018,66037,160002,Gasoline,Automatic,Very Good,Rabat,Private,+212620465752,44,140,Sedan
Volkswagen,Passat,2021,243292,73533,Gasoline,Manual,Good,Rabat,Dealer,+212781045526,89,50,Hatchback
Dacia,Dokker,2021,109131,61917,Diesel,Manual,Very Good,Marrakech,Private,+212634460091,24,596,Sedan
Volkswagen,Golf,2020,135206,61354,Gasoline,Automatic,Good,Kenitra,Private,+212715748268,84,243,SUV
Dacia,Duster,2023,198539,23912,Gasoline,Manual,Excellent,Meknes,Private,+212710241562,139,703,Pickup
Citroen,C5 Aircross,2020,204615,104970,Gasoline,Manual,Excellent,Fes,Private,+212746903196,37,483,Sedan
Renault,Megane,2023,187623,35019,Gasoline,Automatic,Very Good,Marrakech,Private,+212622307382,5,666,Sedan
Nissan,Qashqai,2022,231956,55254,Diesel,Manual,Good,Rabat,Private,+212722197131,43,247,SUV
Dacia,Logan,2022,121288,60507,Gasoline,Manual,Very Good,Casablanca,Private,+212759375797,90,226,Hatchback
Toyota,Yaris,2021,112887,63575,Gasoline,Automatic,Very Good,Agadir,Dealer,+212636757677,37,301,SUV
Toyota,Yaris,2022,119360,60079,Hybrid,Manual,Good,Tangier,Private,+212693224255,96,380,Hatchback
Peugeot,2008,2019,127214,81109,Diesel,Automatic,Very Good,Rabat,Private,+212739672524,96,361,Sedan
Dacia,Sandero,2019,70064,87003,Gasoline,Manual,Good,Casablanca,Private,+212794786602,169,172,Sedan
Hyundai,Accent,2021,137379,86350,Gasoline,Manual,Excellent,Rabat,Private,+212674129049,172,517,Pickup
Toyota,Hilux,2020,295312,74361,Diesel,Automatic,Very Good,Rabat,Dealer,+212616455695,142,231,Sedan
Dacia,Dokker,2019,84318,128531,Gasoline,Manual,Very Good,Rabat,Private,+212783043528,49,328,Van
Peugeot,2008,2022,176337,37134,Gasoline,Manual,Good,Rabat,Private,+212627883793,132,489,Sedan
Peugeot,2008,2024,222372,20587,Diesel,Manual,Good,Tangier,Private,+212698409518,133,672,Hatchback
Dacia,Logan,2022,89600,45385,Gasoline,Manual,Fair,Rabat,Dealer,+212668046950,166,587,Pickup
Peugeot,3008,2022,244900,43692,Gasoline,Manual,Good,Meknes,Private,+212770466007,53,194,SUV
Dacia,Logan,2023,155852,21472,Gasoline,Manual,Excellent,Meknes,Dealer,+212728768275,29,390,Sedan
Dacia,Logan,2022,108288,64272,Gasoline,Automatic,Good,Tetouan,Dealer,+212751684806,79,516,Sedan
Toyota,Corolla,2023,206415,41721,Gasoline,Automatic,Very Good,Meknes,Private,+212638788488,47,394,SUV
Renault,Megane,2022,169446,57916,Gasoline,Automatic,Very Good,Tangier,Dealer,+212789157127,180,316,Sedan
Peugeot,3008,2022,305811,67148,Diesel,Manual,Excellent,Casablanca,Dealer,+212771079707,94,159,Sedan
Hyundai,i20,2024,177775,15013,Gasoline,Manual,Excellent,Rabat,Private,+212614536346,116,505,Coupe
Dacia,Sandero,2023,128104,35764,Gasoline,Manual,Very Good,Rabat,Private,+212723074453,142,531,SUV
Peugeot,3008,2023,307329,42347,Hybrid,Manual,Very Good,Casablanca,Dealer,+212740965103,42,630,SUV
Dacia,Sandero,2023,99325,41153,Gasoline,Manual,Fair,Fes,Private,+212668540422,57,647,Hatchback
Dacia,Duster,2022,114184,34095,Gasoline,Manual,Fair,Agadir,Dealer,+212717543105,101,68,Hatchback
Ford,Fiesta,2022,113733,58105,Gasoline,Manual,Good,Fes,Private,+212625617693,91,343,SUV
Toyota,Corolla,2023,217182,30825,Hybrid,Automatic,Excellent,Kenitra,Private,+212661525948,166,240,SUV
Dacia,Lodgy,2019,102616,113968,Gasoline,Manual,Excellent,Oujda,Dealer,+212765493273,157,464,SUV
Kia,Rio,2023,133600,39957,Gasoline,Manual,Good,Casablanca,Private,+212678829651,45,432,SUV
Ford,Mustang,2023,560666,43405,Gasoline,Manual,Good,Marrakech,Private,+212655838048,77,580,Sedan
Toyota,Corolla,2024,249762,13937,Hybrid,Manual,Very Good,Oujda,Dealer,+212673580701,146,690,Pickup
Renault,Kadjar,2022,256271,61128,Diesel,Automatic,Excellent,Tangier,Dealer,+212779829850,4,84,Hatchback
Renault,Megane,2021,149481,79635,Diesel,Manual,Very Good,Casablanca,Private,+212781293699,121,219,SUV
Nissan,Micra,2022,110072,39371,Gasoline,Automatic,Good,Casablanca,Private,+212778118029,33,570,Sedan
Toyota,Land Cruiser,2018,363595,105853,Diesel,Manual,Good,Casablanca,Private,+212751541551,175,427,Hatchback
Citroen,C4,2022,204793,35116,Gasoline,Automatic,Excellent,Casablanca,Dealer,+212733529292,80,71,Hatchback
Dacia,Dokker,2019,71235,123149,Gasoline,Manual,Good,Casablanca,Private,+212764671125,178,195,Sedan
Renault,Captur,2019,105398,128841,Gasoline,Manual,Good,Oujda,Private,+212685273982,122,598,Sedan
Toyota,Hilux,2021,277523,48581,Diesel,Automatic,Good,Fes,Private,+212772100958,86,91,Coupe
Nissan,Qashqai,2021,227016,67037,Gasoline,Manual,Very Good,Casablanca,Private,+212741596918,77,239,SUV
Hyundai,i10,2022,100670,52667,Gasoline,Manual,Good,Marrakech,Dealer,+212620846173,43,573,Pickup
Dacia,Sandero,2023,94856,39347,Gasoline,Manual,Fair,Tangier,Private,+212769610276,151,426,Hatchback
Dacia,Sandero,2022,113834,44133,Gasoline,Automatic,Very Good,Tetouan,Dealer,+212711727717,37,648,Sedan
Dacia,Lodgy,2018,90088,140033,Gasoline,Manual,Excellent,Rabat,Private,+212767791110,18,248,Hatchback
Citroen,C3,2024,159767,22127,Diesel,Manual,Good,Agadir,Dealer,+212621655938,89,312,Hatchback
Dacia,Lodgy,2018,79431,98051,Diesel,Manual,Very Good,Rabat,Private,+212756135948,66,448,Sedan
Dacia,Logan,2022,123527,64528,Gasoline,Manual,Very Good,Marrakech,Private,+212740445416,87,575,Sedan
Renault,Clio,2022,115055,42342,Gasoline,Automatic,Good,Rabat,Private,+212681441026,169,481,Hatchback
Dacia,Logan,2022,126391,68648,Gasoline,Automatic,Very Good,Rabat,Private,+212652666796,99,501,Sedan
Dacia,Logan,2022,91476,44205,Gasoline,Manual,Fair,Marrakech,Private,+212664002584,106,538,Hatchback
Renault,Clio,2021,101171,71882,Diesel,Manual,Good,Marrakech,Dealer,+212788896994,128,276,Hatchback
Citroen,C4,2018,83119,163886,Diesel,Automatic,Good,Casablanca,Private,+212769169583,34,348,Coupe
Dacia,Logan,2018,60937,159577,Gasoline,Manual,Very Good,Fes,Private,+212747934704,174,245,SUV
Dacia,Duster,2020,102947,114573,Diesel,Manual,Good,Casablanca,Private,+212650155701,81,71,SUV
Hyundai,i20,2018,80326,101357,Gasoline,Manual,Very Good,Marrakech,Private,+212778381808,120,383,Sedan
Ford,Focus,2021,117573,47009,Diesel,Manual,Fair,Fes,Private,+212695823229,153,88,Sedan
Ford,Ranger,2018,163822,150970,Diesel,Manual,Very Good,Agadir,Private,+212761532051,90,310,Pickup
Renault,Megane,2018,93077,84757,Diesel,Manual,Good,Casablanca,Private,+212728421207,46,79,Hatchback
Dacia,Duster,2018,75828,162849,Gasoline,Manual,Very Good,Tangier,Private,+212796073848,73,322,Pickup
Dacia,Logan,2024,114897,12940,Gasoline,Manual,Fair,Rabat,Private,+212621835288,102,510,Sedan
Dacia,Duster,2019,78933,129737,Gasoline,Automatic,Fair,Fes,Private,+212662207943,139,604,Hatchback
Peugeot,2008,2021,140651,81654,Gasoline,Manual,Good,Tangier,Private,+212674572046,72,639,Hatchback
Hyundai,Accent,2018,58991,150668,Gasoline,Manual,Fair,Meknes,Private,+212799749040,110,648,Sedan
Dacia,Logan,2023,140138,39841,Gasoline,Automatic,Very Good,Rabat,Private,+212753578588,168,683,SUV
Renault,Megane,2019,101305,123361,Gasoline,Manual,Good,Oujda,Private,+212767399260,148,470,Sedan
Dacia,Logan,2024,146747,12650,Gasoline,Automatic,Good,Casablanca,Private,+212777069301,2,698,SUV
Renault,Kadjar,2020,154531,84288,Gasoline,Automatic,Good,Tangier,Private,+212630249314,14,214,Pickup
Volkswagen,Passat,2021,234336,78134,Gasoline,Manual,Good,Agadir,Private,+212698642556,13,174,Sedan
Dacia,Sandero,2024,151406,19020,Gasoline,Manual,Very Good,Agadir,Private,+212611192471,47,697,Coupe
Dacia,Duster,2023,169653,45808,Gasoline,Manual,Very Good,Tangier,Private,+212767565253,52,286,Sedan
Hyundai,i20,2019,95892,125170,Gasoline,Manual,Excellent,Tangier,Private,+212780077401,45,579,Pickup
Dacia,Dokker,2021,121803,76865,Diesel,Automatic,Excellent,Marrakech,Private,+212639945509,144,478,Sedan
Peugeot,5008,2019,194206,111458,Diesel,Manual,Good,Casablanca,Dealer,+212778376171,64,330,SUV
Volkswagen,Polo,2023,152908,25281,Gasoline,Manual,Good,Fes,Private,+212774159983,67,99,Coupe
Dacia,Dokker,2021,109583,78350,Diesel,Automatic,Very Good,Tangier,Private,+212710639335,76,170,Sedan
Dacia,Logan,2018,62225,85915,Gasoline,Manual,Good,Casablanca,Private,+212683610227,1,384,Pickup
Dacia,Sandero,2023,110365,34217,Gasoline,Automatic,Good,Tangier,Dealer,+212718901849,79,109,Hatchback
Dacia,Duster,2020,110068,78773,Diesel,Automatic,Good,Rabat,Dealer,+212661514746,105,561,Hatchback
Renault,Kadjar,2018,156183,88715,Gasoline,Automatic,Excellent,Fes,Dealer,+212713608711,166,247,Hatchback
Dacia,Duster,2019,110034,113367,Diesel,Automatic,Excellent,Casablanca,Dealer,+212619694636,4,370,Sedan
Dacia,Sandero,2019,65793,82610,Gasoline,Manual,Good,Rabat,Private,+212655671150,59,447,Sedan
Dacia,Sandero,2022,83523,71834,Gasoline,Manual,Fair,Meknes,Private,+212776946510,79,80,Hatchback
Dacia,Sandero,2023,130016,38789,Gasoline,Manual,Very Good,Marrakech,Private,+212740616411,34,873,Sedan
Dacia,Duster,2019,105011,107177,Gasoline,Automatic,Very Good,Casablanca,Private,+212669449991,133,117,Sedan
Kia,Sportage,2022,246053,34604,Gasoline,Manual,Good,Rabat,Private,+212710026205,159,289,Hatchback
Dacia,Logan,2019,59635,105845,Gasoline,Manual,Fair,Fes,Dealer,+212692743025,103,548,Hatchback
Dacia,Duster,2018,61421,164171,Gasoline,Manual,Fair,Rabat,Dealer,+212662259685,91,310,SUV
Renault,Megane,2020,143606,70575,Diesel,Automatic,Very Good,Agadir,Private,+212740223098,138,573,Coupe
Dacia,Sandero,2019,75983,107581,Gasoline,Manual,Very Good,Casablanca,Private,+212749278537,132,362,Sedan
Peugeot,208,2021,109673,75347,Gasoline,Automatic,Good,Tetouan,Dealer,+212621107220,62,648,Hatchback
Renault,Kadjar,2018,141956,99269,Diesel,Manual,Very Good,Tangier,Private,+212784255681,131,270,Sedan
Dacia,Logan,2021,97553,74032,Gasoline,Manual,Good,Casablanca,Private,+212671768504,124,518,Coupe
Dacia,Logan,2019,58521,126866,Gasoline,Manual,Fair,Rabat,Private,+212698020027,99,94,SUV
Kia,Sportage,2023,262212,43492,Diesel,Manual,Good,Casablanca,Private,+212751512860,119,213,Sedan
Dacia,Logan,2018,74113,131318,Gasoline,Manual,Very Good,Casablanca,Private,+212721665194,151,586,SUV
Nissan,Qashqai,2019,166357,85057,Diesel,Automatic,Very Good,Kenitra,Private,+212671619993,124,206,SUV
Hyundai,i10,2018,60779,106486,Gasoline,Manual,Very Good,Rabat,Dealer,+212611264625,125,159,Hatchback
Hyundai,i10,2018,56127,136140,Gasoline,Automatic,Good,Oujda,Private,+212712768858,180,115,Sedan
Hyundai,i10,2018,72283,135261,Gasoline,Manual,Excellent,Fes,Private,+212644214907,92,192,Sedan
Citroen,C4,2021,142818,77947,Diesel,Manual,Good,Meknes,Private,+212666300834,104,637,SUV
Renault,Megane,2018,97263,106919,Diesel,Manual,Very Good,Rabat,Private,+212642177537,79,162,SUV
Dacia,Dokker,2022,129291,42208,Diesel,Manual,Very Good,Tetouan,Private,+212646091559,166,250,Sedan
Dacia,Sandero,2024,130039,18132,Gasoline,Manual,Good,Casablanca,Private,+212711293738,27,855,Hatchback
Dacia,Duster,2023,176558,31850,Diesel,Automatic,Very Good,Tangier,Dealer,+212634669228,29,733,Van
Hyundai,i20,2022,122683,40389,Gasoline,Manual,Good,Rabat,Private,+212651474103,1,348,Sedan
Dacia,Duster,2024,206009,15006,Gasoline,Manual,Very Good,Rabat,Private,+212671974038,115,501,Hatchback
Dacia,Lodgy,2021,120108,47393,Diesel,Manual,Very Good,Casablanca,Private,+212784403201,174,267,Sedan
Dacia,Lodgy,2021,128827,76169,Diesel,Manual,Very Good,Casablanca,Dealer,+212631085701,14,201,Pickup
Peugeot,5008,2023,360618,33162,Gasoline,Automatic,Very Good,Tangier,Dealer,+212747975935,113,697,Van
Renault,Kadjar,2022,229266,62947,Diesel,Manual,Very Good,Marrakech,Dealer,+212740822830,109,465,Sedan
Hyundai,Accent,2022,119754,40459,Gasoline,Manual,Fair,Tangier,Dealer,+212630210183,16,551,Hatchback
Volkswagen,Polo,2023,151014,33241,Diesel,Manual,Very Good,Rabat,Private,+212733750850,167,544,SUV
Citroen,Berlingo,2023,194011,22646,Diesel,Manual,Excellent,Tangier,Private,+212755294222,124,547,Hatchback
Ford,Kuga,2023,349321,39329,Hybrid,Manual,Excellent,Fes,Private,+212776768881,8,213,Sedan
Dacia,Lodgy,2023,134674,34894,Gasoline,Automatic,Good,Meknes,Private,+212649332044,49,487,Sedan
Peugeot,3008,2024,322013,12648,Hybrid,Manual,Good,Casablanca,Dealer,+212788078149,142,259,Pickup
Peugeot,208,2018,80184,149967,Diesel,Manual,Very Good,Fes,Dealer,+212792734067,148,348,Hatchback
Dacia,Lodgy,2022,100626,48527,Diesel,Manual,Fair,Marrakech,Dealer,+212624082796,80,343,SUV
Nissan,X-Trail,2018,174390,159530,Gasoline,Automatic,Very Good,Tangier,Private,+212692906375,112,271,Sedan
Dacia,Duster,2020,122556,86529,Diesel,Manual,Excellent,Kenitra,Private,+212644477133,78,110,Sedan
Citroen,C3,2020,112320,66558,Gasoline,Manual,Excellent,Meknes,Dealer,+212787908021,24,414,Sedan
Dacia,Duster,2019,89222,118215,Gasoline,Automatic,Good,Marrakech,Private,+212771224363,102,521,SUV
Dacia,Lodgy,2019,89350,129531,Gasoline,Automatic,Very Good,Fes,Dealer,+212775703448,97,338,Hatchback
Kia,Sportage,2023,267844,33114,Diesel,Manual,Good,Agadir,Private,+212729795472,50,298,Sedan
Volkswagen,Polo,2022,129831,73679,Gasoline,Automatic,Good,Tangier,Dealer,+212613720925,129,256,SUV
Kia,Sportage,2020,188833,72130,Diesel,Manual,Good,Rabat,Private,+212620863269,169,160,Hatchback
Ford,Fiesta,2020,94567,65641,Gasoline,Manual,Good,Fes,Dealer,+212715832218,175,96,Hatchback
Dacia,Duster,2024,185813,16519,Diesel,Automatic,Good,Tetouan,Dealer,+212772136266,145,231,Hatchback
Dacia,Duster,2019,99832,123895,Diesel,Automatic,Very Good,Kenitra,Private,+212666323067,160,484,Hatchback
